ACCESSION_NUMBER	DERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	EXERCISE_DATE	EXERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000752642-24-000092	1830137	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000092	1830138	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001578563-24-000420	1986273	Stock Option (Right to Buy)		8.22					F2	11-AUG-2032		Common Stock		13078.0				13078.0				D			
0001727689-24-000117	1919880	Warrrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		9821428.0				9821428.0		50000.0		D	F1		
0001727689-24-000117	1919881	Warrants		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0				833333.0				D	F1		
0001727689-24-000117	1919887	20% Convertible Debentures Due 2025		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0								D	F1		
0001727689-24-000117	1919886	Options		0.06				18-AUG-2022		18-AUG-2025		Common Shares		307713.0				307713.0				D	F1		
0001727689-24-000117	1919885	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		4600000.0				4600000.0				D	F1		
0001727689-24-000117	1919884	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		1000000.0				1000000.0				D	F1		
0001727689-24-000117	1919883	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		4645000.0				4645000.0				D	F1		
0001727689-24-000117	1919882	Warrants		0.07				02-MAR-2023		02-NOV-2024		Common Shares		14133684.0				14133684.0				D	F1		
0001727689-24-000116	1835339	20% Convertible Debentures Due 2025		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0				9821428.0		50000.0		D	F1		
0001727689-24-000116	1835345	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		4600000.0				307713.0				D	F1		
0001727689-24-000116	1835344	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		1000000.0				4600000.0				D	F1		
0001727689-24-000116	1835343	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		4645000.0				1000000.0				D	F1		
0001727689-24-000116	1835342	Warrants		0.07				02-MAR-2023		02-NOV-2024		Common Shares		14133684.0				4645000.0				D	F1		
0001727689-24-000116	1835341	Warrants		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0				14133684.0				D	F1		
0001727689-24-000116	1835340	Warrrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		9821428.0				833333.0				D	F1		
0001727689-24-000116	1835346	Options		0.06				18-AUG-2022		18-AUG-2025		Common Shares		307713.0								D	F1		
0001727689-24-000115	1731720	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		1000000.0				4600000.0				D	F1		
0001727689-24-000115	1731721	Options		0.06				21-JUL-2023		21-JUL-2028		Common Shares		4600000.0				307713.0				D	F1		
0001727689-24-000115	1731722	Options		0.06				18-AUG-2022		18-AUG-2025		Common Shares		307713.0								D	F1		
0001727689-24-000115	1731715	20% Convertible Debentures Due 2025		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0				9821428.0		50000.0		D	F1		
0001727689-24-000115	1731716	Warrrants		0.06				08-MAR-2024		08-MAR-2029		Common Shares		9821428.0				833333.0				D	F1		
0001727689-24-000115	1731717	Warrants		0.06				16-FEB-2024		16-FEB-2025		Common Shares		833333.0				14133684.0				D	F1		
0001727689-24-000115	1731718	Warrants		0.07				02-MAR-2023		02-NOV-2024		Common Shares		14133684.0				4645000.0				D	F1		
0001727689-24-000115	1731719	Options		0.05				01-MAR-2024		01-MAR-2029		Common Shares		4645000.0				1000000.0				D	F1		
0001562180-24-006973	1832946	Class B Common Stock			F10				F10		F10	Class A Common Stock		7743764.0				7743764.0				I		See footnote	F9
0001562180-24-006973	1832947	Class B Common Stock			F10				F10		F10	Class A Common Stock		500500.0				500500.0				I		See footnote	F11
0000897069-24-001894	1788489	Stock Option (right to buy)		300.0					F3	29-MAY-2028		Common Stock		83.0				83.0				D			
0000897069-24-001894	1788490	Stock Option (right to buy)		3000.0					F3	04-JAN-2026		Common Stock		14.0				14.0				D			
0000897069-24-001894	1788488	Stock Option (right to buy)		35.7					F3	28-OCT-2031		Common Stock		29167.0				29167.0				D			
0000897069-24-001894	1788487	Stock Option (right to buy)		4.51					F2	20-APR-2033		Common Stock		41667.0				41667.0				D			
0001127602-24-024511	1948914	Stock Option (Right to buy) 2022		53.41				25-FEB-2023		25-FEB-2027		Common Stock		18333.0				18333.0				D			
0001127602-24-024511	1948921	Stock Option (Right to Buy) 2024		57.76				23-FEB-2026		23-FEB-2029		Common Stock		8334.0				8334.0				D			
0001127602-24-024511	1948920	Stock Option (Right to Buy) 2024		57.76				23-FEB-2025		23-FEB-2029		Common Stock		8333.0				8333.0				D			
0001127602-24-024511	1948919	Stock Option (Right to Buy) 2024		57.76				23-FEB-2024		23-FEB-2029		Common Stock		8333.0				8333.0				D			
0001127602-24-024511	1948918	Stock Option (Right to Buy) 2023		54.73				24-FEB-2025		24-FEB-2028		Common Stock		8334.0				8334.0				D			
0001127602-24-024511	1948917	Stock Option (Right to Buy) 2023		54.73				24-FEB-2024		24-FEB-2028		Common Stock		8333.0				8333.0				D			
0001127602-24-024511	1948916	Stock Option (Right to Buy) 2023		54.73				24-FEB-2023		24-FEB-2028		Common Stock		8333.0				8333.0				D			
0001127602-24-024511	1948910	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2020		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-024511	1948911	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2021		21-FEB-2025		Common Stock		18333.0				18333.0				D			
0001127602-24-024511	1948912	Stock Options (Right to Buy) 2-21-2020		90.79				21-FEB-2022		21-FEB-2025		Common Stock		18334.0				18334.0				D			
0001127602-24-024511	1948913	Stock Option (Right to buy) 2022		53.41				25-FEB-2022		25-FEB-2027		Common Stock		18333.0				18333.0				D			
0001127602-24-024511	1948915	Stock Option (Right to buy) 2022		53.41				25-FEB-2024		25-FEB-2027		Common Stock		18334.0				18334.0				D			
0001213900-24-082305	1933555	Warrants	F1		F3				F3		F3	Common Stock		7843923.0	F2, F1, F3							I	F4	See Footnote	F4
0001415889-24-023996	1925377	Stock Option (Right to Buy)		0.66					F1	30-JUL-2034		Common Stock		80000.0								D			
0001005229-24-000275	1866517	Non-Qualified Stock Options (Right to Buy)		36.16				22-MAY-2024		22-MAY-2033		Common Stock		5768.0	F2							D			
0001005229-24-000275	1866519	Non-Qualified Stock Options (Right to Buy)		45.34				20-MAY-2025		20-MAY-2034		Common Stock		4622.0	F4							D			
0001005229-24-000275	1866518	Non-Qualified Stock Options (Right to Buy)		37.43				22-JAN-2025		22-JAN-2034		Common Stock		5447.0	F3							D			
0000752642-24-000091	1940756	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000091	1940755	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000090	1748672	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000090	1748673	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0001628280-24-041347	1726501	Option (right to buy)		132.47					F3	29-JAN-2031		Common Stock		1795.0								D			
0001628280-24-041347	1726502	Option (right to buy)		169.38					F4	31-JAN-2032		Common Stock		2926.0								D			
0001628280-24-041347	1726503	Option (right to buy)		156.0					F5	31-JAN-2033		Common Stock		3881.0								D			
0001628280-24-041347	1726504	Option (right to buy)		138.1					F6	31-JAN-2034		Common Stock		3245.0								D			
0001628280-24-041347	1726499	Option (right to buy)		164.54					F1	31-JAN-2029		Common Stock		1683.0								D			
0001628280-24-041347	1726500	Option (right to buy)		173.04					F2	05-FEB-2030		Common Stock		1721.0								D			
0000752642-24-000089	1733211	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000089	1733210	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0001437749-24-030056	1713476	Stock Options		15.1				21-NOV-2024		21-NOV-2033		Common Stock		750.0	F5			750.0	F5			D			
0001437749-24-030056	1713475	Stock Options		26.72				21-NOV-2022		21-NOV-2031		Common Stock		1500.0	F4			1500.0	F4			D			
0001437749-24-030056	1713473	Stock Options		22.12				21-NOV-2020		21-NOV-2029		Common Stock		300.0	F2			300.0	F2			D			
0001437749-24-030056	1713474	Stock Options		21.1				20-NOV-2021		20-NOV-2030		Common Stock		600.0	F3			600.0	F3			D			
0000752642-24-000088	1955003	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000088	1955004	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000087	1967389	UMH Properties,Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties,Inc.		10000.0				10000.0				D			
0000752642-24-000087	1967388	UMH Properties,Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties,Inc.		11000.0				11000.0				D			
0000752642-24-000086	1727007	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000752642-24-000086	1727006	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000085	1757093	UMH Properties, Inc.		15.8				10-JAN-2025		10-JAN-2034		UMH Properties, Inc.		11000.0				11000.0				D			
0000752642-24-000085	1757094	UMH Properties, Inc.		14.36				21-MAR-2024		21-MAR-2033		UMH Properties, Inc.		10000.0				10000.0				D			
0000950157-24-001296	1753028	Class A Common Stock			F4				F4		F4	Class B Common Stock		2700.0				2700.0				D			
0000950157-24-001295	1943339	Class A Common Stock			F6				F6		F6	Class B Common Stock		2700.0				2700.0				I		Spouse	
0001493152-24-038179	1984229	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		153553.0								D			
0001493152-24-038182	1777146	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		54407.0	F1							D			
0001493152-24-038181	1800229	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		173008.0								D			
0001493152-24-038180	1775965	Option (right to buy)		1.8				18-JUN-2018		17-JUN-2028		Common Stock		50000.0								D			
0001493152-24-038180	1775966	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		156696.0								D			
0001493152-24-038177	1884730	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		54407.0	F1							D			
0001493152-24-038177	1884729	Option (right to buy)		1.78				14-MAR-2018		14-MAR-2028		Common Stock		224000.0								D			
0001493152-24-038178	1865442	Option (right to buy)		3.74				01-APR-2024		01-APR-2034		Common Stock		54407.0	F2							D			
0001415889-24-023981	1740219	Class B common stock		0.0					F13		F13	Class A common stock		1521038.0				1521038.0				I		Allegra Kurtz Irrevocable Gift Trust	F14
0001415889-24-023981	1740222	Class B common stock		0.0					F13		F13	Class A common stock		60000.0				2247087.0				I		Kurtz 2009 Spendthrift Trust	F14
0001415889-24-023981	1740221	Class B common stock		0.0					F13		F13	Class A common stock		100000.0				100000.0				I		Kurtz Family Dynasty Trust	F14
0001415889-24-023981	1740220	Class B common stock		0.0					F13		F13	Class A common stock		40000.0				1440788.0				I		Alexander Kurtz Irrevocable Gift Trust	F14
0000929638-24-003233	1883410	Series D Redeemable Convertible Preferred Stock			F1				F1		F1	Common Stock		5263772.0	F2							I		See footnote	F3
0000950170-24-109406	1958992	Class A Units			F12				F12		F12	Class A Common Stock		14940000.0				14940000.0				I		Ernest C. Garcia III Multi-Generational Trust III	
0000950170-24-109406	1958991	Class A Units			F11				F11		F11	Class A Common Stock		14792526.0				14792526.0				I		Ernest Irrevocable 2004 Trust III	
0000950170-24-109406	1958993	Class A Units			F13				F13		F13	Class A Common Stock		10000000.0				10000000.0				I		ECG II SPE, LLC	
0001127602-24-024437	1731613	Restricted Stock Units			F3				F7		F7	Common Stock		320.0				320.0				D			
0001127602-24-024437	1731612	Restricted Stock Units			F3				F5		F6	Common Stock		2118.0				2118.0				D			
0001127602-24-024437	1731614	Restricted Stock Units			F3				F8		F8	Common Stock		1307.0				1307.0				D			
0001437749-24-029993	1751238	Phantom Stock			F6				F6		F6	Common Stock		1184.0				1184.0				D			
0001415889-24-023966	1735746	Series D Preferred Stock			F8				F8		F8	Common Stock		655294.0								I		AH Bio Fund IV, L.P.	F3, F9, F4
0001415889-24-023966	1735745	Series C Preferred Stock			F6				F6		F6	Common Stock		189609.0								I		AH Bio Fund III, L.P.	F3, F7, F4
0001415889-24-023966	1735743	Series A-1 Preferred Stock			F1				F1		F1	Common Stock		855972.0								I		AH Bio Fund I, L.P.	F3, F2, F4
0001415889-24-023966	1735744	Series B Preferred Stock			F5				F5		F5	Common Stock		413100.0								I		AH Bio Fund I, L.P.	F3, F2, F4
0001437749-24-029983	1742088	Phantom Stock			F6				F6		F6	Common Stock		8120.0				8120.0				D			
0001415889-24-023965	1930446	Stock Option (Right to Buy)		8.39					F2	16-APR-2034		Common Stock		28497.0								D			
0001415889-24-023965	1930445	Stock Option (Right to Buy)		10.27					F1	15-DEC-2031		Common Stock		35172.0								D			
0001415889-24-023964	1878239	Series D Preferred Stock			F1				F1		F1	Common Stock		1638236.0								I		Sofinnova Venture Partners XI, L.P.	F2
0001415889-24-023963	1771839	Series D Preferred Stock			F1				F1		F1	Common Stock		1310589.0								I		Longitude Venture Partners IV, L.P.	F2
0001225208-24-008839	1976337	Phantom Stock	F1		F4			13-FEB-2025	F2		F3	Common Stock		2606.17								D			
0001415889-24-023962	1939203	Stock Option (Right to Buy)		8.39					F1	25-MAR-2034		Common Stock		33986.0								D			
0001415889-24-023961	1838367	Stock Option (Right to Buy)		10.72					F1	18-AUG-2034		Common Stock		141609.0								D			
0000897069-24-001888	1773445	Prepaid Variable Forward Sale Contract			F10, F9, F13, F12, F11				F10		F10	Class A Common Stock		1000000.0				1000000.0				D			
0001415889-24-023960	1941865	Stock Option (Right to Buy)		8.39					F5	16-APR-2034		Common Stock		175949.0								D			
0001415889-24-023960	1941862	Stock Option (Right to Buy)		10.27					F2	29-APR-2031		Common Stock		43606.0								D			
0001415889-24-023960	1941863	Stock Option (Right to Buy)		6.57					F3	28-MAY-2032		Common Stock		27383.0								D			
0001415889-24-023960	1941864	Stock Option (Right to Buy)		10.85					F4	15-MAR-2033		Common Stock		27383.0								D			
0001415889-24-023960	1941861	Stock Option (Right to Buy)		4.11					F1	30-JUN-2030		Common Stock		90633.0								D			
0001415889-24-023959	1895345	Stock Option (Right to Buy)		3.89					F6	09-DEC-2029		Common Stock		1233.0								I		By Spouse	F7
0001415889-24-023959	1895346	Stock Option (Right to Buy)		4.11					F8	30-JUN-2030		Common Stock		493.0								I		By Spouse	F7
0001415889-24-023959	1895347	Stock Option (Right to Buy)		10.27					F9	29-APR-2031		Common Stock		6274.0								I		By Spouse	F7
0001415889-24-023959	1895348	Stock Option (Right to Buy)		6.57					F10	28-MAY-2032		Common Stock		2464.0								I		By Spouse	F7
0001415889-24-023959	1895349	Stock Option (Right to Buy)		10.85					F11	15-MAR-2033		Common Stock		2464.0								I		By Spouse	F7
0001415889-24-023959	1895350	Stock Option (Right to Buy)		8.39					F12	16-APR-2034		Common Stock		13598.0								I		By Spouse	F7
0001415889-24-023959	1895340	Stock Option (Right to Buy)		3.08					F1	16-SEP-2028		Common Stock		79399.0								D			
0001415889-24-023959	1895341	Stock Option (Right to Buy)		10.27					F2	29-APR-2031		Common Stock		92815.0								D			
0001415889-24-023959	1895342	Stock Option (Right to Buy)		6.57					F3	28-MAY-2032		Common Stock		42867.0								D			
0001415889-24-023959	1895343	Stock Option (Right to Buy)		10.85					F4	15-MAR-2033		Common Stock		42867.0								D			
0001415889-24-023959	1895344	Stock Option (Right to Buy)		8.39					F5	16-APR-2034		Common Stock		257973.0								D			
0001415889-24-023958	1796918	Stock Option (Right to Buy)		10.27					F1	15-DEC-2031		Common Stock		128331.0								D			
0001415889-24-023958	1796919	Stock Option (Right to Buy)		8.39					F2	16-APR-2034		Common Stock		119587.0								D			
0001415889-24-023956	1912339	Stock Option (Right to Buy)		10.27					F7	29-APR-2031		Common Stock		49757.0								I		By Spouse	F6
0001415889-24-023956	1912338	Stock Option (Right to Buy)		3.08					F5	16-SEP-2028		Common Stock		5955.0								I		By Spouse	F6
0001415889-24-023956	1912337	Stock Option (Right to Buy)		8.39					F4	16-APR-2034		Common Stock		708044.0								D			
0001415889-24-023956	1912336	Stock Option (Right to Buy)		10.85					F3	15-MAR-2033		Common Stock		115650.0								D			
0001415889-24-023956	1912335	Stock Option (Right to Buy)		7.23					F2	28-MAY-2032		Common Stock		115650.0								D			
0001415889-24-023956	1912334	Stock Option (Right to Buy)		10.27					F1	29-APR-2031		Common Stock		243714.0								D			
0001415889-24-023955	1901717	Stock Option (Right to Buy)		10.85					F1	26-SEP-2033		Common Stock		26890.0								D			
0001415889-24-023955	1901718	Stock Option (Right to Buy)		8.39					F2	16-APR-2034		Common Stock		28277.0								D			
0000063908-24-000139	1846711	Phantom Stock			F2				F3		F3	Common Stock		4830.43	F4			4830.43	F4			I		Non-Qualified Benefit Plan	
0001327811-24-000196	1968163	Class B Common Stock			F9, F8				F9, F8		F9, F8	Class A Common Stock		43229775.0				43229775.0				D	F7		
0000067887-24-000069	1928727	SAR	F7	63.04					F8	17-NOV-2025		Class A Common		3333.0				3333.0				D			
0000067887-24-000069	1928729	SAR	F7	71.65					F8	15-NOV-2026		Class B Common		10000.0				10000.0				D			
0000067887-24-000069	1928730	SAR	F7	82.31					F8	14-NOV-2027		Class B Common		6181.0				6181.0				D			
