ACCESSION_NUMBER	DERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	CONV_EXERCISE_PRICE	CONV_EXERCISE_PRICE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_TOTAL_VALUE	TRANS_TOTAL_VALUE_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	EXCERCISE_DATE	EXCERCISE_DATE_FN	EXPIRATION_DATE	EXPIRATION_DATE_FN	UNDLYNG_SEC_TITLE	UNDLYNG_SEC_TITLE_FN	UNDLYNG_SEC_SHARES	UNDLYNG_SEC_SHARES_FN	UNDLYNG_SEC_VALUE	UNDLYNG_SEC_VALUE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001161697-24-000399	3009413	Restricted Stock Units			F1	15-AUG-2024				4	A	0				127660.0				0.0		A			F3		F3	Common Stock		127660.0				127660.0				D			
0001161697-24-000399	3009412	Restricted Stock Units			F1	15-AUG-2024				4	A	0				63872.0				0.0		A			F2		F2	Common Stock		63872.0				63872.0				D			
0001161697-24-000399	3009414	Option to buy Common Stock		2.35		15-AUG-2024				4	A	0				140950.0				0.0		A			F4	15-AUG-2034		Common Stock		140950.0				140950.0				D			
0001161697-24-000397	3086383	Restricted Stock Units			F1	15-AUG-2024				4	A	0				20255.0				0.0		A			F2		F2	Common Stock		20255.0				20255.0				D			
0001161697-24-000397	3086385	Option to buy Common Stock		2.35		15-AUG-2024				4	A	0				44721.0				0.0		A			F4	15-AUG-2034		Common Stock		44721.0				44721.0				D			
0001161697-24-000397	3086384	Restricted Stock Units			F1	15-AUG-2024				4	A	0				20255.0				0.0		A			F3		F3	Common Stock		20255.0				20255.0				D			
0001161697-24-000395	3195748	Restricted Stock Units			F1	15-AUG-2024				4	A	0				23574.0				0.0		A			F3		F3	Common Stock		23574.0				23574.0				D			
0001161697-24-000395	3195749	Option to buy Common Stock		2.35		15-AUG-2024				4	A	0				52008.0				0.0		A			F4	15-AUG-2034		Common Stock		52008.0				52008.0				D			
0001161697-24-000395	3195747	Restricted Stock Units			F1	15-AUG-2024				4	A	0				23574.0				0.0		A			F2		F2	Common Stock		23574.0				23574.0				D			
0001161697-24-000393	2744256	Option to buy Common Stock		2.35		15-AUG-2024				4	A	0				47722.0				0.0		A			F4	15-AUG-2034		Common Stock		47722.0				47722.0				D			
0001161697-24-000393	2744254	Restricted Stock Units			F1	15-AUG-2024				4	A	0				21617.0				0.0		A			F2		F2	Common Stock		21617.0				21617.0				D			
0001161697-24-000393	2744255	Restricted Stock Units			F1	15-AUG-2024				4	A	0				21617.0				0.0		A			F3		F3	Common Stock		21617.0				21617.0				D			
0001437749-24-030227	3096907	8% Series A Cumulative Convertible Preferred Stock		270.0		26-SEP-2024				4	P	0				1000.0				0.55		A			F1		F1	Common Stock		4.0				41765.0				I		By CRED Trust	F2
0000950170-24-110213	2725234	Non-qualified stock option (right to buy)		40.83		27-SEP-2024				4	A	false				23000.0				0.0		A		27-SEP-2025	F2	27-SEP-2034		Common Shares		23000.0				23000.0				D			
0001415889-24-024081	2635704	Stock Options (Right to Buy)		26.38		27-SEP-2024				4	M	0				9800.0				0.0		D			F2	02-DEC-2024		Common Stock		9800.0				0.0				D			
0001765814-24-000030	2774789	Restricted Stock Units	F1	0.0		26-SEP-2024				4	A	0				9197.0	F2			0.0		A			F2		F2	Common Stock		9197.0	F2			9197.0				D			
0000029644-24-000113	3103450	Employee Stock Option (right to buy)		59.18		27-SEP-2024				4	M	0				39000.0				0.0		D			F1	21-SEP-2028		Common Stock		39000.0				0.0				D			
0000029644-24-000113	3103451	Employee Stock Option (right to buy)		51.61		27-SEP-2024				4	M	0				44600.0				0.0		D			F1	26-SEP-2029		Common Stock		44600.0				0.0				D			
0001765814-24-000029	2643061	Restricted Stock Units	F1	0.0		26-SEP-2024				4	A	0				10033.0	F2			0.0		A			F2		F2	Common Stock		10033.0	F2			10033.0				D			
0001765814-24-000028	3256814	Restricted Stock Units	F1	0.0		26-SEP-2024				4	A	0				9197.0	F2			0.0		A			F2		F2	Common Stock		9197.0	F2			9197.0				D			
0001765814-24-000027	3020682	Restricted Stock Units	F1	0.0		26-SEP-2024				4	A	0				9197.0	F2			0.0		A			F2		F2	Common Stock		9197.0	F2			9197.0				D			
0000950170-24-110188	3133822	Phantom Stock			F1	27-SEP-2024				4	A	false				563.31				40.83		A			F2		F2	Common Shares		563.31				12040.63	F4, F3			D			
0001062993-24-017049	2719924	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				64.38				12.73		A			F1		F1	Common Stock		18.0				36180.94	F2			I		By Deferred Compensation Plan	
0001062993-24-017048	3023560	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				37.18				12.73		A			F1		F1	Common Stock		11.0				7942.36	F2			I		By Deferred Compensation Plan	
0001062993-24-017047	2808507	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				118.78				12.73		A			F1		F1	Common Stock		34.0				109506.43	F2			I		By Deferred Compensation Plan	
0001062993-24-017046	3258673	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				155.05				12.73		A			F1		F1	Common Stock		44.0				110257.86	F2			I		By Deferred Compensation Plan	
0001062993-24-017045	3091383	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				73.45				12.73		A			F1		F1	Common Stock		21.0				50227.69	F2			I		By Deferred Compensation Plan	
0001062993-24-017044	3063149	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				136.92				12.73		A			F1		F1	Common Stock		39.0				353235.85	F2			I		By Deferred Compensation Plan	
0001062993-24-017043	2790507	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				73.45				12.73		A			F1		F1	Common Stock		21.0				19061.75	F2			I		By Deferred Compensation Plan	
0001062993-24-017042	2747809	Phantom Stock (unitized)			F1	26-SEP-2024				4	A	0				209.45				12.73		A			F1		F1	Common Stock		60.0				163263.93	F2			I		By Deferred Compensation Plan	
0001104659-24-103842	3114525	Option		5.12		25-SEP-2024				4	A	0				168.0				5.12		A			F1	24-SEP-2034		Common Stock		168.0				168.0				D			
0000950170-24-110152	3254456	Stock Option (Right to Buy)		18.0		01-APR-2024				4	A	false	F1			2627.0				13.42		A			F2	31-MAR-2034		Common Stock		2627.0				2627.0				D			
0000950170-24-110150	2681370	Stock Option (Right to Buy)		44.4		25-SEP-2024				4	A	false				1316.0				0.0		A			F1	24-SEP-2034		Common Stock		1316.0				1316.0				D			
0001671933-24-000105	3250158	Employee Stock Option (Right to Buy)		68.29		25-SEP-2024				4	M	0				42150.0				0.0		D			F11	06-OCT-2031		Class A Common Stock		42150.0				18729850.0	F12			D			
0001415889-24-024078	2989105	Stock Option (right to buy)		4.21		27-SEP-2024				4	M	0				50000.0				0.0		D			F3	09-MAR-2031		Common Stock		50000.0				100667.0				D			
0001104659-24-103806	2978928	Option		5.12		25-SEP-2024				4	A	0				168.0				5.12		A			F1	24-SEP-2034		Common Stock		168.0				168.0				D			
0001104659-24-103805	3042283	Option		5.12		25-SEP-2024				4	A	0				168.0				5.12		A			F1	24-SEP-2034		Common Stock		168.0				168.0				D			
0000107140-24-000210	2630381	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F3		F3	Class A Common		2758.0				35464.0				D			
0000107140-24-000210	2630380	Phantom Stock Units			F1	26-SEP-2024				4	A	0				358.0				47.13		A			F2		F2	Class A Common		358.0				32706.0				D			
0000107140-24-000208	3209105	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				21225.0				D			
0000107140-24-000206	3097905	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				26332.0				D			
0000107140-24-000204	2725854	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				10261.0				D			
0000107140-24-000201	2950641	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				55993.0				D			
0001628280-24-041514	3119627	Stock Option (Right to Buy)		11.5		25-SEP-2024				4	M	0				37500.0				0.0		D			F2	01-OCT-2024		Common Stock		37500.0				0.0				D			
0000107140-24-000199	3199423	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				11399.0				D			
0001493152-24-038627	2812612	Stock Option (Right to buy)		0.13		31-DEC-2020				4	D	0				125000.0				0.0		D			F1	31-MAY-2030		Common Stock		125000.0				0.0				D			
0000107140-24-000197	2774728	Phantom Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F2		F2	Class A Common		2758.0				36657.0				D			
0001158172-24-000103	2894834	Restricted Stock Units		0.0	F1	26-SEP-2024				4	M	0				1250.0				0.0		D			F3		F3	Common Stock		1250.0				2500.0				D			
0001124796-24-000118	3008498	Stock Option (Right to Buy)		0.75		25-SEP-2024				4	M	0				0.0				0.0		D			F5	26-FEB-2025		Common Stock		6000.0				0.0				D			
0001124796-24-000118	3008499	Stock Option (Right to Buy)		0.75		25-SEP-2024				4	M	0				0.0				0.0		D			F5	26-FEB-2025		Common Stock		9000.0				31000.0				D			
0001124796-24-000118	3008500	Stock Option (Right to Buy)		0.75		26-SEP-2024				4	M	0				0.0				0.0		D			F5	26-FEB-2025		Common Stock		15000.0				16000.0				D			
0000950170-24-110110	2789677	Class A Units			F1	26-SEP-2024				4	C	false				125000.0				0.0		D			F1		F1	Class A Common Stock		100000.0				49322663.0				D			
0000950170-24-110110	2789676	Class A Units			F1	25-SEP-2024				4	C	false				125000.0				0.0		D			F1		F1	Class A Common Stock		100000.0				49447663.0				D			
0000107140-24-000195	3254064	Restricted Stock Units			F1	25-SEP-2024				4	M	0				3218.0				0.0		D			F2		F2	Class A Common		3218.0				0.0				D			
0000107140-24-000195	3254065	Restricted Stock Units			F1	26-SEP-2024				4	A	0				2758.0				47.13		A			F3		F3	Class A Common		2758.0				2758.0				D			
0001213900-24-082813	2673966	Warrant to Purchase Common Stock	F2	0.77		25-SEP-2024				4	A	0	F2			558597.0					F2	A			F2	27-SEP-2025		Common Stock		558597.0				558597.0				D			
0001213900-24-082813	2673965	Warrant to Purchase Common Stock	F2	0.77		25-SEP-2024				4	D	0	F2			558597.0					F2	D			F2	27-SEP-2024		Common Stock		558597.0				0.0				D			
0001213900-24-082813	2673964	Warrant to Purchase Common Stock	F1	1.15		14-AUG-2024				4	A	0	F1			784314.0					F1	A			F1	14-AUG-2025		Common Stock		784314.0				784314.0				D			
0001213900-24-082813	2673963	Warrant to Purchase Common Stock	F1	1.15		14-AUG-2024				4	D	0	F1			784314.0					F1	D			F1	14-AUG-2024		Common Stock		784314.0				0.0				D			
0001213900-24-082812	3128133	Warrant to Purchase Common Stock	F1	1.15		14-AUG-2024				4	D	0	F1			3137255.0					F1	D			F1	14-AUG-2024		Common Stock		3137255.0				0.0				D			
0001213900-24-082812	3128134	Warrant to Purchase Common Stock	F1	1.15		14-AUG-2024				4	A	0	F1			3137255.0					F1	A			F1	14-AUG-2025		Common Stock		3137255.0				3137255.0				D			
0001213900-24-082812	3128135	Warrant to Purchase Common Stock	F2	0.77		25-SEP-2024				4	D	0	F2			2234700.0					F2	D			F2	27-SEP-2024		Common Stock		2234700.0				0.0				D			
0001213900-24-082812	3128136	Warrant to Purchase Common Stock	F2	0.77		25-SEP-2024				4	A	0	F2			2234700.0					F2	A			F2	27-SEP-2025		Common Stock		2234700.0				2234700.0				D			
0000950170-24-110098	3207767	3.75% Convertible Notes due 2029		1.15	F1	27-SEP-2024				4	P	false						1845000.0		2541737.5		A		15-SEP-2028	F1	15-JAN-2029		Common Stock		1604347.0						35308000.0		I		See Footnote	F2
0001225208-24-008865	3174753	Non-Qualified Stock Option (right to buy)		744.62		25-SEP-2024				4	M	0				1580.0				0.0		D			F4	07-OCT-2025		Common Stock		1580.0				0.0				D			
0000950170-24-110093	2977650	3.75% Convertible Notes due 2029		1.15	F1	25-SEP-2024				4	P	false						1155000.0		1571050.0		A		15-SEP-2028	F1	15-JAN-2029		Common Stock		1004347.0						33463000.0		I		See Footnote	F2
0001013237-24-000127	2982880	Non-Employee Director Stock Option (right to buy)		197.75		26-SEP-2024				4	M	0				2838.0				0.0		D			F6	12-JAN-2025		Common Stock		2838.0				0.0				D			
0001013237-24-000127	2982881	Non-Employee Director Stock Option (right to buy)		207.88		26-SEP-2024				4	M	0				2572.0				0.0		D			F7	15-JAN-2026		Common Stock		2572.0				0.0				D			
0001593968-24-001226	3158500	Phantom Stock Units			F1	25-SEP-2024				4	M	false				23207.0					F1	D			F3		F3	Common Stock		23207.0				83981.0				D			
0001593968-24-001225	2764283	Phantom Stock Units			F1	25-SEP-2024				4	M	false				48276.0					F1	D			F3		F3	Common Stock		48276.0				174702.0				D			
0001013237-24-000125	2803419	Non-Employee Director Stock Option (right to buy)		197.75		26-SEP-2024				4	M	0				2838.0				0.0		D			F3	12-JAN-2025		Common Stock		2838.0				0.0				D			
0001013237-24-000123	3145441	Non-Employee Director Stock Option (right to buy)		197.75		26-SEP-2024				4	M	0				1338.0				0.0		D			F3	12-JAN-2025		Common Stock		1338.0				0.0				D			
0001437749-24-030207	3196296	Performance Units			F1	26-SEP-2024				4	M	0				3368.16				0.0		D			F1		F1	Common Stock		3368.18				32537.78				D			
0001013237-24-000121	3286803	Employee Stock Option (right to buy)		175.2		26-SEP-2024				4	M	0				6375.0				0.0		D			F2	02-NOV-2025		Common Stock		6375.0				0.0				D			
0001013237-24-000121	3286802	Employee Stock Option (right to buy)		165.37		26-SEP-2024				4	M	0				7577.0				0.0		D			F1	16-OCT-2025		Common Stock		7577.0				0.0				D			
0001437749-24-030205	3061128	Performance Units			F1	26-SEP-2024				4	M	0				2566.73				0.0		D			F1		F1	Common Stock		2566.73				26961.02				D			
0001726978-24-000088	2771380	Employee Stock Options (right to buy)		40.88		25-SEP-2024				4	M	0				4814.0				40.88		D			F3	01-APR-2030		Class A Common Stock		4814.0				66186.0				D			
0001654954-24-012408	3300352	Common share options (right to buy)		0.59	F1	26-SEP-2024				4	M	false				193574.0				0.0		D			F3	05-NOV-2024		Common Shares		193574.0				458702.0				D			
0001654954-24-012407	2837437	Common share options (right to buy)		0.59	F1	26-SEP-2024				4	M	false				193574.0				0.0		D			F3	05-NOV-2024		Common Shares		193574.0				458702.0				D			
0001415889-24-024057	2683819	Restricted Stock Right			F3	25-SEP-2024				4	M	0				5263.0				0.0		D			F3	15-SEP-2024		Common Stock		5263.0				0.0				D			
0001415889-24-024055	3224005	Restricted Stock Right			F3	25-SEP-2024				4	M	0				3030.0				0.0		D			F3	15-SEP-2024		Common Stock		3030.0				0.0				D			
0001415889-24-024053	3029391	Restricted Stock Right			F3	25-SEP-2024				4	M	0				5263.0				0.0		D			F3	15-SEP-2024		Common Stock		5263.0				0.0				D			
0001062993-24-017024	2696177	Deferred Depositary Units			F2, F1	26-SEP-2024				4	M	0				28516.0				0.0		D			F1		F1	Depositary Units		28516.0				28516.0				D			
0001062993-24-017024	2696178	Deferred Depositary Units			F1, F3	26-SEP-2024				4	D	0				2063.0				0.0		D			F1		F1	Depositary Units		2063.0				0.0				D			
0001499832-24-000122	2828309	Option to Purchase Class A Common Stock		6.57		25-SEP-2024				4	M	0				11131.0				0.0	F5	D			F4	21-DEC-2030		Class A Common Stock		11131.0				508731.0				D			
0001499832-24-000122	2828310	Option to Purchase Class A Common Stock		6.57		26-SEP-2024				4	M	0				1196.0				0.0	F5	D			F4	21-DEC-2030		Class A Common Stock		1196.0				507535.0				D			
0000950170-24-110048	2878292	Stock Option (Right to Buy)		4.15		25-SEP-2024				4	A	false				170000.0				0.0		A			F2	25-SEP-2034		Common Stock		170000.0				170000.0				D			
0001104659-24-103741	3246735	Series A Preferred Stock		16.0		25-SEP-2024				4	S	0				125000.0				1076.4		D			F1		F1	Common Stock		7812500.0				0.0				I		See footnotes	F2, F4, F3
0001104659-24-103736	2714984	Series A Preferred Stock		16.0		25-SEP-2024				4	S	0				125000.0				1076.4		D			F1		F1	Common Stock		7812500.0				0.0				I		See footnotes	F4, F3, F2
0001415889-24-024051	2984422	Restricted Stock Units			F1	26-SEP-2024				4	M	0				3808.0				0.0		D			F2		F2	Class A Common Stock		3808.0				3808.0				D			
0001415889-24-024047	2941056	Series C Preferred Stock			F6	27-SEP-2024				4	C	0				846152.0					F6	D			F6		F6	Common Stock		189609.0				0.0				I		AH Bio Fund III, L.P.	F4, F7, F3
0001415889-24-024047	2941057	Series D Preferred Stock			F8	27-SEP-2024				4	C	0				2924318.0					F8	D			F8		F8	Common Stock		655294.0				0.0				I		AH Bio Fund IV, L.P.	F4, F3, F9
0001415889-24-024047	2941055	Series B Preferred Stock			F5	27-SEP-2024				4	C	0				1843502.0					F5	D			F5		F5	Common Stock		413100.0				0.0				I		AH Bio Fund I, L.P.	F3, F4, F2
0001415889-24-024047	2941054	Series A-1 Preferred Stock			F1	27-SEP-2024				4	C	0				3819863.0					F1	D			F1		F1	Common Stock		855972.0				0.0				I		AH Bio Fund I, L.P.	F3, F4, F2
0001415889-24-024046	2645737	Series D Preferred Stock			F1	27-SEP-2024				4	C	0				5848637.0					F1	D			F1		F1	Common Stock		1310589.0				0.0				I		Longitude Venture Partners IV, L.P.	F2
0001415889-24-024046	2645736	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				15000.0				0.0		A			F3	24-SEP-2034		Common Stock		15000.0				15000.0				D			
0001415889-24-024045	3181513	Stock Option (Right to Buy)		8.39		17-APR-2024	F2			4	A	0				708044.0				0.0		A			F3	16-APR-2034		Common Stock		708044.0				708044.0				D			
0001415889-24-024045	3181512	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				424827.0				0.0		A			F1	24-SEP-2034		Common Stock		424827.0				424827.0				D			
0001610717-24-000497	2905570	Stock Option (Right to Buy)		30.5		26-SEP-2024				4	A	0				140000.0				0.0		A			F1	25-SEP-2034		Common Stock		140000.0				140000.0				D			
0001137789-24-000126	2822212	NQ Options		50.29		26-SEP-2024				4	M	0				141785.0				0.0		D		10-SEP-2019	F3	10-SEP-2025		Ordinary Shares		141785.0				0.0				D			
0001415889-24-024044	3256233	Series D Preferred Stock			F1	27-SEP-2024				4	C	0				7310796.0					F1	D			F1		F1	Common Stock		1638236.0				0.0				I		Sofinnova Venture Partners XI, L.P.	F2, F3
0001415889-24-024044	3256232	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				15000.0				0.0		A			F9	24-SEP-2034		Common Stock		15000.0				15000.0				D			
0001415889-24-024043	3170739	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				15000.0				0.0		A			F1	24-SEP-2034		Common Stock		15000.0				15000.0				D			
0001415889-24-024043	3170740	Stock Option (Right to Buy)		8.39		17-APR-2024	F2			4	A	0				28497.0				0.0		A			F3	16-APR-2034		Common Stock		28497.0				28497.0				D			
0000063908-24-000140	3223501	Options (Right to Buy)		112.11		27-SEP-2024				4	M	0				9291.0				0.0		D			F1	12-NOV-2025		Common Stock		9291.0				0.0				D			
0001415889-24-024042	2862288	Stock Option (Right to Buy)		8.39		26-MAR-2024	F2			4	A	0				33986.0				0.0		A			F3	25-MAR-2034		Common Stock		33986.0				33986.0				D			
0001415889-24-024042	2862287	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				15000.0				0.0		A			F1	24-SEP-2034		Common Stock		15000.0				15000.0				D			
0000950170-24-110021	2795042	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0001415889-24-024041	2843228	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				15000.0				0.0		A			F1	24-SEP-2034		Common Stock		15000.0				15000.0				D			
0001415889-24-024041	2843229	Stock Option (Right to Buy)		10.72		19-AUG-2024	F2			4	A	0				141609.0				0.0		A			F3	18-AUG-2034		Common Stock		141609.0				141609.0				D			
0000950170-24-110020	2642946	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0000356171-24-000110	3093880	Stock Options		23.21		26-SEP-2024				4	M	0	F1			7500.0				23.21		D		06-OCT-2019		06-OCT-2024		Common Stock		7500.0				0.0				D			
0000950170-24-110019	3065436	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0000950170-24-110016	3126539	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0001415889-24-024040	2876185	Stock Option (Right to Buy)		18.0		25-SEP-2024				4	A	0				4952.0				0.0		A			F1	24-SEP-2034		Common Stock		4952.0				4952.0				I		By Spouse	F2
0001415889-24-024040	2876187	Stock Option (Right to Buy)		8.39		17-APR-2024	F3			4	A	0				13598.0				0.0		A			F5	16-APR-2034		Common Stock		13598.0				13598.0				I		By Spouse	F2
0001415889-24-024040	2876186	Stock Option (Right to Buy)		8.39		17-APR-2024	F3			4	A	0				257973.0				0.0		A			F4	16-APR-2034		Common Stock		257973.0				257973.0				D			
0000950170-24-110015	3138544	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0000950170-24-110013	3104367	Stock Option (right to buy)		1.22		25-SEP-2024				4	A	false				5500.0				0.0		A			F1	25-SEP-2034		Common Stock		5500.0				5500.0				D			
0001415889-24-024039	2747682	Stock Option (right to buy)		9.74		25-SEP-2024				4	M	0				14583.0				0.0		D			F5	23-MAR-2031		Class B Common Stock		14583.0				72917.0				D			
0001415889-24-024039	2747684	Class B Common Stock			F6, F7	25-SEP-2024				4	C	0				14583.0				0.0		D			F6, F7		F6, F7	Class A Common Stock		14583.0				0.0				D			
0001415889-24-024039	2747683	Class B Common Stock			F6, F7	25-SEP-2024				4	M	0				14583.0				0.0		A			F6, F7		F6, F7	Class A Common Stock		14583.0				14583.0				D			
0000016732-24-000153	2771098	Phantom Stock			F1	26-SEP-2024				4	A	0				870.09				0.0		A			F2		F3	Common Stock		870.09				25886.15	F4			D			
0000929638-24-003344	3004294	Warrant to Purchase Common Stock		3.02		26-SEP-2024				4	P	0	F2			148320.0				0.0		A			F3		F3	Common Stock		148320.0				148320.0				D			
0000016732-24-000152	2801919	Phantom Stock			F1	26-SEP-2024				4	A	0				863.77				0.0		A			F2		F3	Common Stock		863.77				28381.34	F4			D			
0000016732-24-000151	2746178	Phantom Stock			F1	26-SEP-2024				4	A	0				794.21				0.0		A			F2		F3	Common Stock		794.21				21706.47	F4			D			
